x, y, z, Ex, Ey, Ez, Phi
3.800, -0.200, -0.200, 0.06868, -0.00361, -0.00361, 0.26243
3.800, -0.200, 0.200, 0.06868, -0.00361, 0.00361, 0.26243
3.800, -0.200, 0.600, 0.06647, -0.00350, 0.01050, 0.25959
3.800, -0.200, 1.000, 0.06239, -0.00328, 0.01642, 0.25416
3.800, -0.200, 1.400, 0.05701, -0.00300, 0.02100, 0.24663
3.800, -0.200, 1.800, 0.05094, -0.00268, 0.02413, 0.23756
3.800, -0.200, 2.200, 0.04475, -0.00236, 0.02591, 0.22751
3.800, -0.200, 2.600, 0.03882, -0.00204, 0.02656, 0.21698
3.800, -0.200, 3.000, 0.03340, -0.00176, 0.02637, 0.20637
3.800, -0.200, 3.400, 0.02860, -0.00151, 0.02559, 0.19597
3.800, -0.200, 3.800, 0.02443, -0.00129, 0.02443, 0.18595
3.800, -0.200, 4.200, 0.02087, -0.00110, 0.02307, 0.17645
3.800, -0.200, 4.600, 0.01786, -0.00094, 0.02162, 0.16751
3.800, -0.200, 5.000, 0.01532, -0.00081, 0.02016, 0.15915
3.800, 0.200, -5.000, 0.01532, 0.00081, -0.02016, 0.15915
3.800, 0.200, -4.600, 0.01786, 0.00094, -0.02162, 0.16751
3.800, 0.200, -4.200, 0.02087, 0.00110, -0.02307, 0.17645
3.800, 0.200, -3.800, 0.02443, 0.00129, -0.02443, 0.18595
3.800, 0.200, -3.400, 0.02860, 0.00151, -0.02559, 0.19597
3.800, 0.200, -3.000, 0.03340, 0.00176, -0.02637, 0.20637
3.800, 0.200, -2.600, 0.03882, 0.00204, -0.02656, 0.21698
3.800, 0.200, -2.200, 0.04475, 0.00236, -0.02591, 0.22751
3.800, 0.200, -1.800, 0.05094, 0.00268, -0.02413, 0.23756
3.800, 0.200, -1.400, 0.05701, 0.00300, -0.02100, 0.24663
3.800, 0.200, -1.000, 0.06239, 0.00328, -0.01642, 0.25416
3.800, 0.200, -0.600, 0.06647, 0.00350, -0.01050, 0.25959
3.800, 0.200, -0.200, 0.06868, 0.00361, -0.00361, 0.26243
3.800, 0.200, 0.200, 0.06868, 0.00361, 0.00361, 0.26243
3.800, 0.200, 0.600, 0.06647, 0.00350, 0.01050, 0.25959
3.800, 0.200, 1.000, 0.06239, 0.00328, 0.01642, 0.25416
3.800, 0.200, 1.400, 0.05701, 0.00300, 0.02100, 0.24663
3.800, 0.200, 1.800, 0.05094, 0.00268, 0.02413, 0.23756
3.800, 0.200, 2.200, 0.04475, 0.00236, 0.02591, 0.22751
3.800, 0.200, 2.600, 0.03882, 0.00204, 0.02656, 0.21698
3.800, 0.200, 3.000, 0.03340, 0.00176, 0.02637, 0.20637
3.800, 0.200, 3.400, 0.02860, 0.00151, 0.02559, 0.19597
3.800, 0.200, 3.800, 0.02443, 0.00129, 0.02443, 0.18595
3.800, 0.200, 4.200, 0.02087, 0.00110, 0.02307, 0.17645
3.800, 0.200, 4.600, 0.01786, 0.00094, 0.02162, 0.16751
3.800, 0.200, 5.000, 0.01532, 0.00081, 0.02016, 0.15915
3.800, 0.600, -5.000, 0.01513, 0.00239, -0.01991, 0.15851
3.800, 0.600, -4.600, 0.01762, 0.00278, -0.02133, 0.16676
3.800, 0.600, -4.200, 0.02057, 0.00325, -0.02273, 0.17557
3.800, 0.600, -3.800, 0.02403, 0.00379, -0.02403, 0.18493
3.800, 0.600, -3.400, 0.02808, 0.00443, -0.02512, 0.19477
3.800, 0.600, -3.000, 0.03273, 0.00517, -0.02584, 0.20498
3.800, 0.600, -2.600, 0.03796, 0.00599, -0.02597, 0.21537
3.800, 0.600, -2.200, 0.04366, 0.00689, -0.02528, 0.22565
3.800, 0.600, -1.800, 0.04959, 0.00783, -0.02349, 0.23544
3.800, 0.600, -1.400, 0.05538, 0.00874, -0.02040, 0.24427
3.800, 0.600, -1.000, 0.06051, 0.00955, -0.01592, 0.25158
3.800, 0.600, -0.600, 0.06438, 0.01016, -0.01016, 0.25683
3.800, 0.600, -0.200, 0.06647, 0.01050, -0.00350, 0.25959
3.800, 0.600, 0.200, 0.06647, 0.01050, 0.00350, 0.25959
3.800, 0.600, 0.600, 0.06438, 0.01016, 0.01016, 0.25683
3.800, 0.600, 1.000, 0.06051, 0.00955, 0.01592, 0.25158
3.800, 0.600, 1.400, 0.05538, 0.00874, 0.02040, 0.24427
3.800, 0.600, 1.800, 0.04959, 0.00783, 0.02349, 0.23544
3.800, 0.600, 2.200, 0.04366, 0.00689, 0.02528, 0.22565
3.800, 0.600, 2.600, 0.03796, 0.00599, 0.02597, 0.21537
3.800, 0.600, 3.000, 0.03273, 0.00517, 0.02584, 0.20498
3.800, 0.600, 3.400, 0.02808, 0.00443, 0.02512, 0.19477
3.800, 0.600, 3.800, 0.02403, 0.00379, 0.02403, 0.18493
3.800, 0.600, 4.200, 0.02057, 0.00325, 0.02273, 0.17557
3.800, 0.600, 4.600, 0.01762, 0.00278, 0.02133, 0.16676
3.800, 0.600, 5.000, 0.01513, 0.00239, 0.01991, 0.15851
3.800, 1.000, -5.000, 0.01478, 0.00389, -0.01944, 0.15725
3.800, 1.000, -4.600, 0.01716, 0.00452, -0.02077, 0.16529
3.800, 1.000, -4.200, 0.01997, 0.00526, -0.02208, 0.17387
3.800, 1.000, -3.800, 0.02327, 0.00612, -0.02327, 0.18294
3.800, 1.000, -3.400, 0.02709, 0.00713, -0.02423, 0.19245
3.800, 1.000, -3.000, 0.03145, 0.00828, -0.02483, 0.20228
3.800, 1.000, -2.600, 0.03633, 0.00956, -0.02486, 0.21224
3.800, 1.000, -2.200, 0.04161, 0.01095, -0.02409, 0.22206
3.800, 1.000, -1.800, 0.04707, 0.01239, -0.02229, 0.23137
3.800, 1.000, -1.400, 0.05236, 0.01378, -0.01929, 0.23973
3.800, 1.000, -1.000, 0.05701, 0.01500, -0.01500, 0.24663
3.800, 1.000, -0.600, 0.06051, 0.01592, -0.00955, 0.25158
3.800, 1.000, -0.200, 0.06239, 0.01642, -0.00328, 0.25416
3.800, 1.000, 0.200, 0.06239, 0.01642, 0.00328, 0.25416
3.800, 1.000, 0.600, 0.06051, 0.01592, 0.00955, 0.25158
3.800, 1.000, 1.000, 0.05701, 0.01500, 0.01500, 0.24663
3.800, 1.000, 1.400, 0.05236, 0.01378, 0.01929, 0.23973
3.800, 1.000, 1.800, 0.04707, 0.01239, 0.02229, 0.23137
3.800, 1.000, 2.200, 0.04161, 0.01095, 0.02409, 0.22206
3.800, 1.000, 2.600, 0.03633, 0.00956, 0.02486, 0.21224
3.800, 1.000, 3.000, 0.03145, 0.00828, 0.02483, 0.20228
3.800, 1.000, 3.400, 0.02709, 0.00713, 0.02423, 0.19245
3.800, 1.000, 3.800, 0.02327, 0.00612, 0.02327, 0.18294
3.800, 1.000, 4.200, 0.01997, 0.00526, 0.02208, 0.17387
3.800, 1.000, 4.600, 0.01716, 0.00452, 0.02077, 0.16529
3.800, 1.000, 5.000, 0.01478, 0.00389, 0.01944, 0.15725
3.800, 1.400, -5.000, 0.01427, 0.00526, -0.01877, 0.15542
3.800, 1.400, -4.600, 0.01651, 0.00608, -0.01998, 0.16317
3.800, 1.400, -4.200, 0.01913, 0.00705, -0.02115, 0.17140
3.800, 1.400, -3.800, 0.02219, 0.00817, -0.02219, 0.18007
3.800, 1.400, -3.400, 0.02570, 0.00947, -0.02300, 0.18912
3.800, 1.400, -3.000, 0.02968, 0.01094, -0.02344, 0.19842
3.800, 1.400, -2.600, 0.03409, 0.01256, -0.02333, 0.20779
3.800, 1.400, -2.200, 0.03882, 0.01430, -0.02247, 0.21698
3.800, 1.400, -1.800, 0.04366, 0.01608, -0.02068, 0.22565
3.800, 1.400, -1.400, 0.04830, 0.01780, -0.01780, 0.23338
3.800, 1.400, -1.000, 0.05236, 0.01929, -0.01378, 0.23973
3.800, 1.400, -0.600, 0.05538, 0.02040, -0.00874, 0.24427
3.800, 1.400, -0.200, 0.05701, 0.02100, -0.00300, 0.24663
3.800, 1.400, 0.200, 0.05701, 0.02100, 0.00300, 0.24663
3.800, 1.400, 0.600, 0.05538, 0.02040, 0.00874, 0.24427
3.800, 1.400, 1.000, 0.05236, 0.01929, 0.01378, 0.23973
3.800, 1.400, 1.400, 0.04830, 0.01780, 0.01780, 0.23338
3.800, 1.400, 1.800, 0.04366, 0.01608, 0.02068, 0.22565
3.800, 1.400, 2.200, 0.03882, 0.01430, 0.02247, 0.21698
3.800, 1.400, 2.600, 0.03409, 0.01256, 0.02333, 0.20779
3.800, 1.400, 3.000, 0.02968, 0.01094, 0.02344, 0.19842
3.800, 1.400, 3.400, 0.02570, 0.00947, 0.02300, 0.18912
3.800, 1.400, 3.800, 0.02219, 0.00817, 0.02219, 0.18007
3.800, 1.400, 4.200, 0.01913, 0.00705, 0.02115, 0.17140
3.800, 1.400, 4.600, 0.01651, 0.00608, 0.01998, 0.16317
3.800, 1.400, 5.000, 0.01427, 0.00526, 0.01877, 0.15542
3.800, 1.800, -5.000, 0.01363, 0.00646, -0.01793, 0.15307
3.800, 1.800, -4.600, 0.01570, 0.00744, -0.01900, 0.16046
3.800, 1.800, -4.200, 0.01810, 0.00858, -0.02001, 0.16826
3.800, 1.800, -3.800, 0.02087, 0.00989, -0.02087, 0.17645
3.800, 1.800, -3.400, 0.02403, 0.01138, -0.02150, 0.18493
3.800, 1.800, -3.000, 0.02757, 0.01306, -0.02177, 0.19360
3.800, 1.800, -2.600, 0.03145, 0.01490, -0.02152, 0.20228
3.800, 1.800, -2.200, 0.03556, 0.01684, -0.02059, 0.21072
3.800, 1.800, -1.800, 0.03971, 0.01881, -0.01881, 0.21863
3.800, 1.800, -1.400, 0.04366, 0.02068, -0.01608, 0.22565
3.800, 1.800, -1.000, 0.04707, 0.02229, -0.01239, 0.23137
3.800, 1.800, -0.600, 0.04959, 0.02349, -0.00783, 0.23544
3.800, 1.800, -0.200, 0.05094, 0.02413, -0.00268, 0.23756
3.800, 1.800, 0.200, 0.05094, 0.02413, 0.00268, 0.23756
3.800, 1.800, 0.600, 0.04959, 0.02349, 0.00783, 0.23544
3.800, 1.800, 1.000, 0.04707, 0.02229, 0.01239, 0.23137
3.800, 1.800, 1.400, 0.04366, 0.02068, 0.01608, 0.22565
3.800, 1.800, 1.800, 0.03971, 0.01881, 0.01881, 0.21863
3.800, 1.800, 2.200, 0.03556, 0.01684, 0.02059, 0.21072
3.800, 1.800, 2.600, 0.03145, 0.01490, 0.02152, 0.20228
3.800, 1.800, 3.000, 0.02757, 0.01306, 0.02177, 0.19360
3.800, 1.800, 3.400, 0.02403, 0.01138, 0.02150, 0.18493
3.800, 1.800, 3.800, 0.02087, 0.00989, 0.02087, 0.17645
3.800, 1.800, 4.200, 0.01810, 0.00858, 0.02001, 0.16826
3.800, 1.800, 4.600, 0.01570, 0.00744, 0.01900, 0.16046
3.800, 1.800, 5.000, 0.01363, 0.00646, 0.01793, 0.15307
3.800, 2.200, -5.000, 0.01290, 0.00747, -0.01697, 0.15028
3.800, 2.200, -4.600, 0.01478, 0.00855, -0.01789, 0.15725
3.800, 2.200, -4.200, 0.01694, 0.00981, -0.01872, 0.16458
3.800, 2.200, -3.800, 0.01941, 0.01124, -0.01941, 0.17221
3.800, 2.200, -3.400, 0.02219, 0.01285, -0.01985, 0.18007
3.800, 2.200, -3.000, 0.02527, 0.01463, -0.01995, 0.18804
3.800, 2.200, -2.600, 0.02860, 0.01656, -0.01957, 0.19597
3.800, 2.200, -2.200, 0.03208, 0.01857, -0.01857, 0.20362
3.800, 2.200, -1.800, 0.03556, 0.02059, -0.01684, 0.21072
3.800, 2.200, -1.400, 0.03882, 0.02247, -0.01430, 0.21698
3.800, 2.200, -1.000, 0.04161, 0.02409, -0.01095, 0.22206
3.800, 2.200, -0.600, 0.04366, 0.02528, -0.00689, 0.22565
3.800, 2.200, -0.200, 0.04475, 0.02591, -0.00236, 0.22751
3.800, 2.200, 0.200, 0.04475, 0.02591, 0.00236, 0.22751
3.800, 2.200, 0.600, 0.04366, 0.02528, 0.00689, 0.22565
3.800, 2.200, 1.000, 0.04161, 0.02409, 0.01095, 0.22206
3.800, 2.200, 1.400, 0.03882, 0.02247, 0.01430, 0.21698
3.800, 2.200, 1.800, 0.03556, 0.02059, 0.01684, 0.21072
3.800, 2.200, 2.200, 0.03208, 0.01857, 0.01857, 0.20362
3.800, 2.200, 2.600, 0.02860, 0.01656, 0.01957, 0.19597
3.800, 2.200, 3.000, 0.02527, 0.01463, 0.01995, 0.18804
3.800, 2.200, 3.400, 0.02219, 0.01285, 0.01985, 0.18007
3.800, 2.200, 3.800, 0.01941, 0.01124, 0.01941, 0.17221
3.800, 2.200, 4.200, 0.01694, 0.00981, 0.01872, 0.16458
3.800, 2.200, 4.600, 0.01478, 0.00855, 0.01789, 0.15725
3.800, 2.200, 5.000, 0.01290, 0.00747, 0.01697, 0.15028
3.800, 2.600, -5.000, 0.01210, 0.00828, -0.01592, 0.14712
3.800, 2.600, -4.600, 0.01378, 0.00943, -0.01668, 0.15365
3.800, 2.600, -4.200, 0.01570, 0.01074, -0.01735, 0.16046
3.800, 2.600, -3.800, 0.01786, 0.01222, -0.01786, 0.16751
3.800, 2.600, -3.400, 0.02027, 0.01387, -0.01813, 0.17471
3.800, 2.600, -3.000, 0.02290, 0.01567, -0.01808, 0.18197
3.800, 2.600, -2.600, 0.02570, 0.01759, -0.01759, 0.18912
3.800, 2.600, -2.200, 0.02860, 0.01957, -0.01656, 0.19597
3.800, 2.600, -1.800, 0.03145, 0.02152, -0.01490, 0.20228
3.800, 2.600, -1.400, 0.03409, 0.02333, -0.01256, 0.20779
3.800, 2.600, -1.000, 0.03633, 0.02486, -0.00956, 0.21224
3.800, 2.600, -0.600, 0.03796, 0.02597, -0.00599, 0.21537
3.800, 2.600, -0.200, 0.03882, 0.02656, -0.00204, 0.21698
3.800, 2.600, 0.200, 0.03882, 0.02656, 0.00204, 0.21698
3.800, 2.600, 0.600, 0.03796, 0.02597, 0.00599, 0.21537
3.800, 2.600, 1.000, 0.03633, 0.02486, 0.00956, 0.21224
3.800, 2.600, 1.400, 0.03409, 0.02333, 0.01256, 0.20779
3.800, 2.600, 1.800, 0.03145, 0.02152, 0.01490, 0.20228
3.800, 2.600, 2.200, 0.02860, 0.01957, 0.01656, 0.19597
3.800, 2.600, 2.600, 0.02570, 0.01759, 0.01759, 0.18912
3.800, 2.600, 3.000, 0.02290, 0.01567, 0.01808, 0.18197
3.800, 2.600, 3.400, 0.02027, 0.01387, 0.01813, 0.17471
3.800, 2.600, 3.800, 0.01786, 0.01222, 0.01786, 0.16751
3.800, 2.600, 4.200, 0.01570, 0.01074, 0.01735, 0.16046
3.800, 2.600, 4.600, 0.01378, 0.00943, 0.01668, 0.15365
3.800, 2.600, 5.000, 0.01210, 0.00828, 0.01592, 0.14712
3.800, 3.000, -5.000, 0.01127, 0.00890, -0.01483, 0.14368
3.800, 3.000, -4.600, 0.01276, 0.01007, -0.01544, 0.14974
3.800, 3.000, -4.200, 0.01443, 0.01139, -0.01595, 0.15602
3.800, 3.000, -3.800, 0.01630, 0.01287, -0.01630, 0.16248
3.800, 3.000, -3.400, 0.01835, 0.01449, -0.01642, 0.16903
3.800, 3.000, -3.000, 0.02057, 0.01624, -0.01624, 0.17557
3.800, 3.000, -2.600, 0.02290, 0.01808, -0.01567, 0.18197
3.800, 3.000, -2.200, 0.02527, 0.01995, -0.01463, 0.18804
3.800, 3.000, -1.800, 0.02757, 0.02177, -0.01306, 0.19360
3.800, 3.000, -1.400, 0.02968, 0.02344, -0.01094, 0.19842
3.800, 3.000, -1.000, 0.03145, 0.02483, -0.00828, 0.20228
3.800, 3.000, -0.600, 0.03273, 0.02584, -0.00517, 0.20498
3.800, 3.000, -0.200, 0.03340, 0.02637, -0.00176, 0.20637
3.800, 3.000, 0.200, 0.03340, 0.02637, 0.00176, 0.20637
3.800, 3.000, 0.600, 0.03273, 0.02584, 0.00517, 0.20498
3.800, 3.000, 1.000, 0.03145, 0.02483, 0.00828, 0.20228
3.800, 3.000, 1.400, 0.02968, 0.02344, 0.01094, 0.19842
3.800, 3.000, 1.800, 0.02757, 0.02177, 0.01306, 0.19360
3.800, 3.000, 2.200, 0.02527, 0.01995, 0.01463, 0.18804
3.800, 3.000, 2.600, 0.02290, 0.01808, 0.01567, 0.18197
3.800, 3.000, 3.000, 0.02057, 0.01624, 0.01624, 0.17557
3.800, 3.000, 3.400, 0.01835, 0.01449, 0.01642, 0.16903
3.800, 3.000, 3.800, 0.01630, 0.01287, 0.01630, 0.16248
3.800, 3.000, 4.200, 0.01443, 0.01139, 0.01595, 0.15602
3.800, 3.000, 4.600, 0.01276, 0.01007, 0.01544, 0.14974
3.800, 3.000, 5.000, 0.01127, 0.00890, 0.01483, 0.14368
3.800, 3.400, -5.000, 0.01043, 0.00934, -0.01373, 0.14003
3.800, 3.400, -4.600, 0.01173, 0.01050, -0.01420, 0.14562
3.800, 3.400, -4.200, 0.01318, 0.01179, -0.01457, 0.15138
3.800, 3.400, -3.800, 0.01478, 0.01322, -0.01478, 0.15725
3.800, 3.400, -3.400, 0.01651, 0.01477, -0.01477, 0.16317
3.800, 3.400, -3.000, 0.01835, 0.01642, -0.01449, 0.16903
3.800, 3.400, -2.600, 0.02027, 0.01813, -0.01387, 0.17471
3.800, 3.400, -2.200, 0.02219, 0.01985, -0.01285, 0.18007
3.800, 3.400, -1.800, 0.02403, 0.02150, -0.01138, 0.18493
3.800, 3.400, -1.400, 0.02570, 0.02300, -0.00947, 0.18912
3.800, 3.400, -1.000, 0.02709, 0.02423, -0.00713, 0.19245
3.800, 3.400, -0.600, 0.02808, 0.02512, -0.00443, 0.19477
3.800, 3.400, -0.200, 0.02860, 0.02559, -0.00151, 0.19597
3.800, 3.400, 0.200, 0.02860, 0.02559, 0.00151, 0.19597
3.800, 3.400, 0.600, 0.02808, 0.02512, 0.00443, 0.19477
3.800, 3.400, 1.000, 0.02709, 0.02423, 0.00713, 0.19245
3.800, 3.400, 1.400, 0.02570, 0.02300, 0.00947, 0.18912
3.800, 3.400, 1.800, 0.02403, 0.02150, 0.01138, 0.18493
3.800, 3.400, 2.200, 0.02219, 0.01985, 0.01285, 0.18007
3.800, 3.400, 2.600, 0.02027, 0.01813, 0.01387, 0.17471
3.800, 3.400, 3.000, 0.01835, 0.01642, 0.01449, 0.16903
3.800, 3.400, 3.400, 0.01651, 0.01477, 0.01477, 0.16317
3.800, 3.400, 3.800, 0.01478, 0.01322, 0.01478, 0.15725
3.800, 3.400, 4.200, 0.01318, 0.01179, 0.01457, 0.15138
3.800, 3.400, 4.600, 0.01173, 0.01050, 0.01420, 0.14562
3.800, 3.400, 5.000, 0.01043, 0.00934, 0.01373, 0.14003
3.800, 3.800, -5.000, 0.00961, 0.00961, -0.01264, 0.13623
3.800, 3.800, -4.600, 0.01074, 0.01074, -0.01300, 0.14136
3.800, 3.800, -4.200, 0.01198, 0.01198, -0.01324, 0.14662
3.800, 3.800, -3.800, 0.01333, 0.01333, -0.01333, 0.15193
3.800, 3.800, -3.400, 0.01478, 0.01478, -0.01322, 0.15725
3.800, 3.800, -3.000, 0.01630, 0.01630, -0.01287, 0.16248
3.800, 3.800, -2.600, 0.01786, 0.01786, -0.01222, 0.16751
3.800, 3.800, -2.200, 0.01941, 0.01941, -0.01124, 0.17221
3.800, 3.800, -1.800, 0.02087, 0.02087, -0.00989, 0.17645
3.800, 3.800, -1.400, 0.02219, 0.02219, -0.00817, 0.18007
3.800, 3.800, -1.000, 0.02327, 0.02327, -0.00612, 0.18294
3.800, 3.800, -0.600, 0.02403, 0.02403, -0.00379, 0.18493
3.800, 3.800, -0.200, 0.02443, 0.02443, -0.00129, 0.18595
3.800, 3.800, 0.200, 0.02443, 0.02443, 0.00129, 0.18595
3.800, 3.800, 0.600, 0.02403, 0.02403, 0.00379, 0.18493
3.800, 3.800, 1.000, 0.02327, 0.02327, 0.00612, 0.18294
3.800, 3.800, 1.400, 0.02219, 0.02219, 0.00817, 0.18007
3.800, 3.800, 1.800, 0.02087, 0.02087, 0.00989, 0.17645
3.800, 3.800, 2.200, 0.01941, 0.01941, 0.01124, 0.17221
3.800, 3.800, 2.600, 0.01786, 0.01786, 0.01222, 0.16751
3.800, 3.800, 3.000, 0.01630, 0.01630, 0.01287, 0.16248
3.800, 3.800, 3.400, 0.01478, 0.01478, 0.01322, 0.15725
3.800, 3.800, 3.800, 0.01333, 0.01333, 0.01333, 0.15193
3.800, 3.800, 4.200, 0.01198, 0.01198, 0.01324, 0.14662
3.800, 3.800, 4.600, 0.01074, 0.01074, 0.01300, 0.14136
3.800, 3.800, 5.000, 0.00961, 0.00961, 0.01264, 0.13623
3.800, 4.200, -5.000, 0.00881, 0.00974, -0.01159, 0.13236
3.800, 4.200, -4.600, 0.00978, 0.01081, -0.01184, 0.13705
3.800, 4.200, -4.200, 0.01084, 0.01198, -0.01198, 0.14182
3.800, 4.200, -3.800, 0.01198, 0.01324, -0.01198, 0.14662
3.800, 4.200, -3.400, 0.01318, 0.01457, -0.01179, 0.15138
3.800, 4.200, -3.000, 0.01443, 0.01595, -0.01139, 0.15602
3.800, 4.200, -2.600, 0.01570, 0.01735, -0.01074, 0.16046
3.800, 4.200, -2.200, 0.01694, 0.01872, -0.00981, 0.16458
3.800, 4.200, -1.800, 0.01810, 0.02001, -0.00858, 0.16826
3.800, 4.200, -1.400, 0.01913, 0.02115, -0.00705, 0.17140
3.800, 4.200, -1.000, 0.01997, 0.02208, -0.00526, 0.17387
3.800, 4.200, -0.600, 0.02057, 0.02273, -0.00325, 0.17557
3.800, 4.200, -0.200, 0.02087, 0.02307, -0.00110, 0.17645
3.800, 4.200, 0.200, 0.02087, 0.02307, 0.00110, 0.17645
3.800, 4.200, 0.600, 0.02057, 0.02273, 0.00325, 0.17557
3.800, 4.200, 1.000, 0.01997, 0.02208, 0.00526, 0.17387
3.800, 4.200, 1.400, 0.01913, 0.02115, 0.00705, 0.17140
3.800, 4.200, 1.800, 0.01810, 0.02001, 0.00858, 0.16826
3.800, 4.200, 2.200, 0.01694, 0.01872, 0.00981, 0.16458
3.800, 4.200, 2.600, 0.01570, 0.01735, 0.01074, 0.16046
3.800, 4.200, 3.000, 0.01443, 0.01595, 0.01139, 0.15602
3.800, 4.200, 3.400, 0.01318, 0.01457, 0.01179, 0.15138
3.800, 4.200, 3.800, 0.01198, 0.01324, 0.01198, 0.14662
3.800, 4.200, 4.200, 0.01084, 0.01198, 0.01198, 0.14182
3.800, 4.200, 4.600, 0.00978, 0.01081, 0.01184, 0.13705
3.800, 4.200, 5.000, 0.00881, 0.00974, 0.01159, 0.13236
3.800, 4.600, -5.000, 0.00806, 0.00975, -0.01060, 0.12846
3.800, 4.600, -4.600, 0.00889, 0.01076, -0.01076, 0.13273
3.800, 4.600, -4.200, 0.00978, 0.01184, -0.01081, 0.13705
3.800, 4.600, -3.800, 0.01074, 0.01300, -0.01074, 0.14136
3.800, 4.600, -3.400, 0.01173, 0.01420, -0.01050, 0.14562
3.800, 4.600, -3.000, 0.01276, 0.01544, -0.01007, 0.14974
3.800, 4.600, -2.600, 0.01378, 0.01668, -0.00943, 0.15365
3.800, 4.600, -2.200, 0.01478, 0.01789, -0.00855, 0.15725
3.800, 4.600, -1.800, 0.01570, 0.01900, -0.00744, 0.16046
3.800, 4.600, -1.400, 0.01651, 0.01998, -0.00608, 0.16317
3.800, 4.600, -1.000, 0.01716, 0.02077, -0.00452, 0.16529
3.800, 4.600, -0.600, 0.01762, 0.02133, -0.00278, 0.16676
3.800, 4.600, -0.200, 0.01786, 0.02162, -0.00094, 0.16751
3.800, 4.600, 0.200, 0.01786, 0.02162, 0.00094, 0.16751
3.800, 4.600, 0.600, 0.01762, 0.02133, 0.00278, 0.16676
3.800, 4.600, 1.000, 0.01716, 0.02077, 0.00452, 0.16529
3.800, 4.600, 1.400, 0.01651, 0.01998, 0.00608, 0.16317
3.800, 4.600, 1.800, 0.01570, 0.01900, 0.00744, 0.16046
3.800, 4.600, 2.200, 0.01478, 0.01789, 0.00855, 0.15725
3.800, 4.600, 2.600, 0.01378, 0.01668, 0.00943, 0.15365
3.800, 4.600, 3.000, 0.01276, 0.01544, 0.01007, 0.14974
3.800, 4.600, 3.400, 0.01173, 0.01420, 0.01050, 0.14562
3.800, 4.600, 3.800, 0.01074, 0.01300, 0.01074, 0.14136
3.800, 4.600, 4.200, 0.00978, 0.01184, 0.01081, 0.13705
3.800, 4.600, 4.600, 0.00889, 0.01076, 0.01076, 0.13273
3.800, 4.600, 5.000, 0.00806, 0.00975, 0.01060, 0.12846
3.800, 5.000, -5.000, 0.00735, 0.00967, -0.00967, 0.12457
3.800, 5.000, -4.600, 0.00806, 0.01060, -0.00975, 0.12846
3.800, 5.000, -4.200, 0.00881, 0.01159, -0.00974, 0.13236
3.800, 5.000, -3.800, 0.00961, 0.01264, -0.00961, 0.13623
3.800, 5.000, -3.400, 0.01043, 0.01373, -0.00934, 0.14003
3.800, 5.000, -3.000, 0.01127, 0.01483, -0.00890, 0.14368
3.800, 5.000, -2.600, 0.01210, 0.01592, -0.00828, 0.14712
3.800, 5.000, -2.200, 0.01290, 0.01697, -0.00747, 0.15028
3.800, 5.000, -1.800, 0.01363, 0.01793, -0.00646, 0.15307
3.800, 5.000, -1.400, 0.01427, 0.01877, -0.00526, 0.15542
3.800, 5.000, -1.000, 0.01478, 0.01944, -0.00389, 0.15725
3.800, 5.000, -0.600, 0.01513, 0.01991, -0.00239, 0.15851
3.800, 5.000, -0.200, 0.01532, 0.02016, -0.00081, 0.15915
3.800, 5.000, 0.200, 0.01532, 0.02016, 0.00081, 0.15915
3.800, 5.000, 0.600, 0.01513, 0.01991, 0.00239, 0.15851
3.800, 5.000, 1.000, 0.01478, 0.01944, 0.00389, 0.15725
3.800, 5.000, 1.400, 0.01427, 0.01877, 0.00526, 0.15542
3.800, 5.000, 1.800, 0.01363, 0.01793, 0.00646, 0.15307
3.800, 5.000, 2.200, 0.01290, 0.01697, 0.00747, 0.15028
3.800, 5.000, 2.600, 0.01210, 0.01592, 0.00828, 0.14712
3.800, 5.000, 3.000, 0.01127, 0.01483, 0.00890, 0.14368
3.800, 5.000, 3.400, 0.01043, 0.01373, 0.00934, 0.14003
3.800, 5.000, 3.800, 0.00961, 0.01264, 0.00961, 0.13623
3.800, 5.000, 4.200, 0.00881, 0.01159, 0.00974, 0.13236
3.800, 5.000, 4.600, 0.00806, 0.01060, 0.00975, 0.12846
3.800, 5.000, 5.000, 0.00735, 0.00967, 0.00967, 0.12457
4.200, -5.000, -5.000, 0.00755, -0.00899, -0.00899, 0.12159
4.200, -5.000, -4.600, 0.00824, -0.00981, -0.00903, 0.12520
4.200, -5.000, -4.200, 0.00897, -0.01068, -0.00897, 0.12880
4.200, -5.000, -3.800, 0.00974, -0.01159, -0.00881, 0.13236
4.200, -5.000, -3.400, 0.01053, -0.01253, -0.00852, 0.13583
4.200, -5.000, -3.000, 0.01132, -0.01347, -0.00808, 0.13916
4.200, -5.000, -2.600, 0.01210, -0.01440, -0.00749, 0.14228
4.200, -5.000, -2.200, 0.01284, -0.01528, -0.00672, 0.14513
4.200, -5.000, -1.800, 0.01351, -0.01609, -0.00579, 0.14763
4.200, -5.000, -1.400, 0.01410, -0.01679, -0.00470, 0.14974
4.200, -5.000, -1.000, 0.01457, -0.01734, -0.00347, 0.15138
4.200, -5.000, -0.600, 0.01490, -0.01773, -0.00213, 0.15250
4.200, -5.000, -0.200, 0.01506, -0.01793, -0.00072, 0.15307
4.200, -5.000, 0.200, 0.01506, -0.01793, 0.00072, 0.15307
4.200, -5.000, 0.600, 0.01490, -0.01773, 0.00213, 0.15250
